step,node_id,node_n,node_name,op_name,node_kind,resource_kind,resource_id,runtime_role,device_type,device_index,thread_id,stream_id,start_ns,end_ns,duration_ns,correlation_id,linked_correlation_id,rf_id,kernel_file,has_tensor_io,compiled_graph_id,compiled_launch_id,module_path,module_class,module_size_bytes,module_has_parameters,module_parameters_have_data,module_has_buffers,module_buffers_have_data
0,k13,13,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,9034898,9054345,19447,18,0,18,,1,,-1,,,,,,,
0,k14,14,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,9056769,9060676,3907,19,0,19,,1,,-1,,,,,,,
0,k15,15,detach_,detach_,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,9064844,9066828,1984,21,0,21,,1,,-1,,,,,,,
0,k16,16,aten::empty_strided,aten::empty_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,9108346,9131980,23634,24,0,24,,1,,-1,,,,,,,
0,k17,17,Activity Buffer Request,Activity Buffer Request,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,-1,1,0,9145836,10510188,1364352,25,0,,,0,,-1,,,,,,,
0,k18,18,cudaMemcpyAsync,cudaMemcpyAsync,cpu_leaf,cpu_thread,1,submit,CPU,3205632,1,3205632,10510458,10526228,15770,10,25,,,0,,-1,,,,,,,
0,k19,19,cudaStreamSynchronize,cudaStreamSynchronize,cpu_leaf,cpu_thread,1,wait,CPU,3205632,1,3205632,10526989,10595257,68268,11,25,,,0,,-1,,,,,,,
0,k20,20,Memcpy HtoD (Pageable -> Device),Memcpy HtoD (Pageable -> Device),gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,10593328,10593680,352,10,25,25,,1,,-1,,,,,,,
0,k21,21,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,10672020,10683802,11782,26,0,26,,1,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k22,22,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,10723016,10745077,22061,28,0,28,,1,,-1,text_encoder.text_model.embeddings,CLIPTextEmbeddings,616,0,0,1,1
0,k23,23,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,10795481,10801362,5881,31,0,31,,1,,-1,text_encoder.text_model.embeddings.token_embedding,Embedding,75890688,1,1,0,0
0,k24,24,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,10815338,10825658,10320,33,0,33,,1,,-1,text_encoder.text_model.embeddings.token_embedding,Embedding,75890688,1,1,0,0
0,k25,25,aten::resize_,aten::resize_,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,10831729,10842509,10780,34,0,34,,1,,-1,text_encoder.text_model.embeddings.token_embedding,Embedding,75890688,1,1,0,0
0,k26,26,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,10848090,10852708,4618,35,0,35,,1,,-1,text_encoder.text_model.embeddings.token_embedding,Embedding,75890688,1,1,0,0
0,k27,27,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,10865051,10871453,6402,37,0,37,,1,,-1,text_encoder.text_model.embeddings.token_embedding,Embedding,75890688,1,1,0,0
0,k28,28,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,10892683,10908232,15549,39,0,39,,1,,-1,text_encoder.text_model.embeddings.token_embedding,Embedding,75890688,1,1,0,0
0,k29,29,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,10911629,10916968,5339,40,0,40,,1,,-1,text_encoder.text_model.embeddings.token_embedding,Embedding,75890688,1,1,0,0
0,k30,30,cudaLaunchKernel,cudaLaunchKernel,cpu_leaf,cpu_thread,1,submit,CPU,3205632,1,3205632,10924262,10941855,17593,34,38,,,0,,-1,text_encoder.text_model.embeddings.token_embedding,Embedding,75890688,1,1,0,0
0,k31,31,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)","void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,10941362,10942898,1536,34,38,38,,1,,-1,,,,,,,
0,k32,32,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,10960009,10964968,4959,41,0,41,,1,,-1,text_encoder.text_model.embeddings.token_embedding,Embedding,75890688,1,1,0,0
0,k33,33,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11000655,11005484,4829,44,0,44,,1,,-1,text_encoder.text_model.embeddings.position_embedding,Embedding,118272,1,1,0,0
0,k34,34,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11016755,11035901,19146,46,0,46,,1,,-1,text_encoder.text_model.embeddings.position_embedding,Embedding,118272,1,1,0,0
0,k35,35,aten::resize_,aten::resize_,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11039918,11048014,8096,47,0,47,,1,,-1,text_encoder.text_model.embeddings.position_embedding,Embedding,118272,1,1,0,0
0,k36,36,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11052211,11056780,4569,48,0,48,,1,,-1,text_encoder.text_model.embeddings.position_embedding,Embedding,118272,1,1,0,0
0,k37,37,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11064394,11070175,5781,50,0,50,,1,,-1,text_encoder.text_model.embeddings.position_embedding,Embedding,118272,1,1,0,0
0,k38,38,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11082799,11088038,5239,52,0,52,,1,,-1,text_encoder.text_model.embeddings.position_embedding,Embedding,118272,1,1,0,0
0,k39,39,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11090894,11095953,5059,53,0,53,,1,,-1,text_encoder.text_model.embeddings.position_embedding,Embedding,118272,1,1,0,0
0,k40,40,cudaLaunchKernel,cudaLaunchKernel,cpu_leaf,cpu_thread,1,submit,CPU,3205632,1,3205632,11098738,11105671,6933,57,51,,,0,,-1,text_encoder.text_model.embeddings.position_embedding,Embedding,118272,1,1,0,0
0,k41,41,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)","void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,11106355,11107987,1632,57,51,51,,1,,-1,,,,,,,
0,k42,42,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11129736,11134455,4719,54,0,54,,1,,-1,text_encoder.text_model.embeddings.position_embedding,Embedding,118272,1,1,0,0
0,k43,43,cudaLaunchKernel,cudaLaunchKernel,cpu_leaf,cpu_thread,1,submit,CPU,3205632,1,3205632,11161005,11166595,5590,69,55,,,0,,-1,text_encoder.text_model.embeddings,CLIPTextEmbeddings,616,0,0,1,1
0,k44,44,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)","void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)",gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,11167219,11168307,1088,69,55,55,,1,,-1,,,,,,,
0,k45,45,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11209516,11219855,10339,57,0,57,,1,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k46,46,cudaLaunchKernel,cudaLaunchKernel,cpu_leaf,cpu_thread,1,submit,CPU,3205632,1,3205632,11229142,11234643,5501,82,58,,,0,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k47,47,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)","void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,11235380,11236307,927,82,58,58,,1,,-1,,,,,,,
0,k48,48,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11265050,11273425,8375,60,0,60,,1,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k49,49,aten::resize_,aten::resize_,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11281490,11303542,22052,62,0,62,,1,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k50,50,cudaLaunchKernel,cudaLaunchKernel,cpu_leaf,cpu_thread,1,submit,CPU,3205632,1,3205632,11305766,11311957,6191,99,61,,,0,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k51,51,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)","void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,11312884,11313780,896,99,61,61,,1,,-1,,,,,,,
0,k52,52,cudaLaunchKernel,cudaLaunchKernel,cpu_leaf,cpu_thread,1,submit,CPU,3205632,1,3205632,11354958,11359867,4909,109,63,,,0,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k53,53,"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)","void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,11360564,11361652,1088,109,63,63,,1,,-1,,,,,,,
0,k54,54,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11375837,11382860,7023,64,0,64,,1,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k55,55,cudaLaunchKernel,cudaLaunchKernel,cpu_leaf,cpu_thread,1,submit,CPU,3205632,1,3205632,11399130,11405302,6172,119,65,,,0,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k56,56,"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<long> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<long> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<long> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<long> const&)::{lambda(int)#1})","void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<long> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<long> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<long> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<long> const&)::{lambda(int)#1})",gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,11404853,11406549,1696,119,65,65,,1,,-1,,,,,,,
0,k57,57,cudaLaunchKernel,cudaLaunchKernel,cpu_leaf,cpu_thread,1,submit,CPU,3205632,1,3205632,11435128,11439536,4408,125,66,,,0,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k58,58,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)","void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,11445493,11446773,1280,125,66,66,,1,,-1,,,,,,,
0,k59,59,aten::empty_strided,aten::empty_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11460345,11470123,9778,69,0,69,,1,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k60,60,cudaLaunchKernel,cudaLaunchKernel,cpu_leaf,cpu_thread,1,submit,CPU,3205632,1,3205632,11476635,11480332,3697,138,70,,,0,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k61,61,"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)","void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,11481493,11482581,1088,138,70,70,,1,,-1,,,,,,,
0,k62,62,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11532590,11539683,7093,72,0,72,,1,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k63,63,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11552457,11558719,6262,74,0,74,,1,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k64,64,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11572695,11578877,6182,76,0,76,,1,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k65,65,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11592161,11606378,14217,78,0,78,,1,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k66,66,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11629231,11635242,6011,80,0,80,,1,,-1,text_encoder.text_model,CLIPTextTransformer,0,0,0,0,0
0,k67,67,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11710603,11722215,11612,83,0,83,,1,,-1,text_encoder.text_model.encoder.layers.0.layer_norm1,LayerNorm,3072,1,1,0,0
0,k68,68,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11725681,11733826,8145,84,0,84,,1,,-1,text_encoder.text_model.encoder.layers.0.layer_norm1,LayerNorm,3072,1,1,0,0
0,k69,69,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11736041,11743565,7524,85,0,85,,1,,-1,text_encoder.text_model.encoder.layers.0.layer_norm1,LayerNorm,3072,1,1,0,0
0,k70,70,cudaLaunchKernel,cudaLaunchKernel,cpu_leaf,cpu_thread,1,submit,CPU,3205632,1,3205632,11746490,11754715,8225,171,82,,,0,,-1,text_encoder.text_model.encoder.layers.0.layer_norm1,LayerNorm,3072,1,1,0,0
0,k71,71,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<c10::Half, float>(int, float, c10::Half const*, c10::Half const*, c10::Half const*, float*, float*, c10::Half*)","void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<c10::Half, float>(int, float, c10::Half const*, c10::Half const*, c10::Half const*, float*, float*, c10::Half*)",gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,11755223,11757815,2592,171,82,82,,1,,-1,,,,,,,
0,k72,72,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11758663,11764564,5901,86,0,86,,1,,-1,text_encoder.text_model.encoder.layers.0.layer_norm1,LayerNorm,3072,1,1,0,0
0,k73,73,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11767028,11782387,15359,87,0,87,,1,,-1,text_encoder.text_model.encoder.layers.0.layer_norm1,LayerNorm,3072,1,1,0,0
0,k74,74,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11849282,11855925,6643,90,0,90,,1,,-1,text_encoder.text_model.encoder.layers.0.self_attn.q_proj,Linear,1181184,1,1,0,0
0,k75,75,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11871073,11877265,6192,93,0,93,,1,,-1,text_encoder.text_model.encoder.layers.0.self_attn.q_proj,Linear,1181184,1,1,0,0
0,k76,76,cudaDeviceGetAttribute,cudaDeviceGetAttribute,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11939661,11940493,832,190,94,,,0,,-1,text_encoder.text_model.encoder.layers.0.self_attn.q_proj,Linear,1181184,1,1,0,0
0,k77,77,cudaMemsetAsync,cudaMemsetAsync,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11942487,11943078,591,192,94,,,0,,-1,text_encoder.text_model.encoder.layers.0.self_attn.q_proj,Linear,1181184,1,1,0,0
0,k78,78,cuLaunchKernel,cuLaunchKernel,cpu_leaf,cpu_thread,1,submit,CPU,3205632,1,3205632,11943358,11950852,7494,193,94,,,0,,-1,text_encoder.text_model.encoder.layers.0.self_attn.q_proj,Linear,1181184,1,1,0,0
0,k79,79,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8>(cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8::Params),void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8>(cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8::Params),gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,11951512,11956440,4928,193,94,94,,1,,-1,,,,,,,
0,k80,80,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,11980137,11986569,6432,95,0,95,,1,,-1,text_encoder.text_model.encoder.layers.0.self_attn.q_proj,Linear,1181184,1,1,0,0
0,k81,81,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,12015724,12021084,5360,98,0,98,,1,,-1,text_encoder.text_model.encoder.layers.0.self_attn.k_proj,Linear,1181184,1,1,0,0
0,k82,82,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,12032445,12038276,5831,101,0,101,,1,,-1,text_encoder.text_model.encoder.layers.0.self_attn.k_proj,Linear,1181184,1,1,0,0
0,k83,83,cudaDeviceGetAttribute,cudaDeviceGetAttribute,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,12064785,12065066,281,211,102,,,0,,-1,text_encoder.text_model.encoder.layers.0.self_attn.k_proj,Linear,1181184,1,1,0,0
0,k84,84,cudaMemsetAsync,cudaMemsetAsync,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,12065797,12066028,231,213,102,,,0,,-1,text_encoder.text_model.encoder.layers.0.self_attn.k_proj,Linear,1181184,1,1,0,0
0,k85,85,cuLaunchKernel,cuLaunchKernel,cpu_leaf,cpu_thread,1,submit,CPU,3205632,1,3205632,12066198,12071899,5701,214,102,,,0,,-1,text_encoder.text_model.encoder.layers.0.self_attn.k_proj,Linear,1181184,1,1,0,0
0,k86,86,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8>(cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8::Params),void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8>(cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8::Params),gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,12073401,12078553,5152,214,102,102,,1,,-1,,,,,,,
0,k87,87,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,12095383,12101264,5881,103,0,103,,1,,-1,text_encoder.text_model.encoder.layers.0.self_attn.k_proj,Linear,1181184,1,1,0,0
0,k88,88,aten::view,aten::view,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,12127453,12132452,4999,106,0,106,,1,,-1,text_encoder.text_model.encoder.layers.0.self_attn.v_proj,Linear,1181184,1,1,0,0
0,k89,89,aten::as_strided,aten::as_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,12143613,12149354,5741,109,0,109,,1,,-1,text_encoder.text_model.encoder.layers.0.self_attn.v_proj,Linear,1181184,1,1,0,0
0,k90,90,cudaDeviceGetAttribute,cudaDeviceGetAttribute,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,12175943,12176234,291,232,110,,,0,,-1,text_encoder.text_model.encoder.layers.0.self_attn.v_proj,Linear,1181184,1,1,0,0
0,k91,91,cudaMemsetAsync,cudaMemsetAsync,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,3205632,1,3205632,12176975,12177176,201,234,110,,,0,,-1,text_encoder.text_model.encoder.layers.0.self_attn.v_proj,Linear,1181184,1,1,0,0
0,k92,92,cuLaunchKernel,cuLaunchKernel,cpu_leaf,cpu_thread,1,submit,CPU,3205632,1,3205632,12177336,12182726,5390,235,110,,,0,,-1,text_encoder.text_model.encoder.layers.0.self_attn.v_proj,Linear,1181184,1,1,0,0
0,k93,93,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8>(cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8::Params),void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8>(cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8::Params),gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,12183961,12188729,4768,235,110,110,,1,,-1,,,,,,,
