event_index,id,name,overload_name,trace_name,start_us,end_us,duration_us,self_cpu_time_total_us,cpu_time_total_us,self_device_time_total_us,device_time_total_us,thread,fwd_thread,device_type,device_index,device_resource_id,node_id,sequence_nr,scope,depth,cpu_parent_id,cpu_children,kernel_count,kernel_names,kernel_durations_us,is_async,is_remote,is_legacy,is_user_annotation,flops,cpu_memory_usage,self_cpu_memory_usage,device_memory_usage,self_device_memory_usage,input_shapes,concrete_inputs,kwinputs,stack,metadata_json
10,11,detach_,,detach_,1255.285,1257.409,2.1240000000000236,2.1240000000000236,2.1240000000000236,0,0,1,0,CPU,1710104,1710104,-1,-1,0,2,10,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,5]]",[null],{},[],
11,12,aten::to,,aten::to,1282.936,2834.358,1551.4220000000003,11.092000000000326,1551.4220000000003,0.0,0.8640000000000327,1,0,CPU,1710104,1710104,-1,0,0,1,1,1,0,[],[],False,False,False,False,0,0,0,512,0,"[[1,5],[],[],[],[],[],[],[]]","[null,4,0,null,null,false,false,null]",{},[],
12,13,aten::_to_copy,,aten::_to_copy,1287.996,2828.326,1540.33,24.064999999999827,1540.33,0.0,0.8640000000000327,1,0,CPU,1710104,1710104,-1,0,0,2,12,2,0,[],[],False,False,False,False,0,0,0,512,0,"[[1,5],[],[],[],[],[],[]]","[null,4,0,null,null,false,null]",{},[],
13,14,aten::empty_strided,,aten::empty_strided,1300.209,2697.101,1396.892,1396.892,1396.892,0,0,1,0,CPU,1710104,1710104,-1,-1,0,3,13,0,0,[],[],False,False,False,False,0,0,0,512,512,"[[],[],[],[],[],[]]","[[1,5],[5,1],4,0,null,false]",{},[],
14,15,aten::copy_,,aten::copy_,2702.772,2822.145,119.37300000000005,25.297000000000025,119.37300000000005,0.8640000000000327,0.8640000000000327,1,0,CPU,1710104,1710104,-1,-1,0,3,13,3,1,"[""Memcpy HtoD (Pageable -> Device)""]",[0.8640000000000327],False,False,False,False,0,0,0,0,0,"[[1,5],[1,5],[]]","[null,null,false]",{},[],
15,12,cudaStreamIsCapturing,,cudaStreamIsCapturing,2714.163,2717.85,3.686999999999898,3.686999999999898,3.686999999999898,0,0,1,0,CPU,1710104,1710104,-1,-1,0,4,15,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
16,14,cudaMemcpyAsync,,cudaMemcpyAsync,2719.373,2730.754,11.380999999999858,11.380999999999858,11.380999999999858,0,0,1,0,CPU,1710104,1710104,-1,-1,0,4,15,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
17,15,cudaStreamSynchronize,,cudaStreamSynchronize,2731.265,2810.273,79.00800000000027,79.00800000000027,79.00800000000027,0,0,1,0,CPU,1710104,1710104,-1,-1,0,4,15,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
18,1,llama_run,,llama_run,2801.404,359492.373,356690.96900000004,0,0,356690.96900000004,356690.96900000004,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,True,0,0,0,0,0,[],[],{},[],
19,14,Memcpy HtoD (Pageable -> Device),,Memcpy HtoD (Pageable -> Device),2801.404,2802.268,0.8640000000000327,0,0,0.8640000000000327,0.8640000000000327,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
20,16,aten::embedding,,aten::embedding,2967.877,43910.785,40942.908,65.41200000001118,40942.908,0.0,22.01600000000326,1,0,CPU,1710104,1710104,-1,-1,0,1,1,3,0,[],[],False,False,False,False,0,0,0,40960,0,"[[128256,4096],[1,5],[],[],[]]","[null,null,-1,false,false]",{},[],
21,17,aten::reshape,,aten::reshape,2989.217,3007.832,18.61499999999978,8.836999999999534,18.61499999999978,0,0,1,0,CPU,1710104,1710104,-1,-1,0,2,16,1,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,5],[]]","[null,[-1]]",{},[],
22,18,aten::view,,aten::view,2993.245,3003.023,9.778000000000247,9.778000000000247,9.778000000000247,0,0,1,0,CPU,1710104,1710104,-1,-1,0,3,17,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,5],[]]","[null,[-1]]",{},[],
23,19,aten::index_select,,aten::index_select,3015.697,43862.325,40846.628,98.30400000000373,40846.628,5.504000000000815,22.01600000000326,1,0,CPU,1710104,1710104,-1,-1,0,2,16,3,1,"[""void at::native::(anonymous namespace)::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, 2, -2>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, long)""]",[5.504000000000815],False,False,False,False,0,0,0,40960,0,"[[128256,4096],[],[5]]","[null,0,null]",{},[],
24,20,aten::empty,,aten::empty,3033.981,3057.595,23.613999999999578,23.613999999999578,23.613999999999578,0,0,1,0,CPU,1710104,1710104,-1,-1,0,3,19,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[],[],[],[],[],[]]","[[0],15,0,null,null,null]",{},[],
25,21,aten::resize_,,aten::resize_,3068.526,3079.807,11.280999999999949,11.280999999999949,11.280999999999949,0,0,1,0,CPU,1710104,1710104,-1,-1,0,3,19,0,0,[],[],False,False,False,False,0,0,0,40960,40960,"[[0],[],[]]","[null,[5,4096],null]",{},[],
26,33,cudaLaunchKernel,,cudaLaunchKernel,3104.673,43818.102,40713.429,2892.709999999999,40713.429,0.0,16.512000000002445,1,0,CPU,1710104,1710104,-1,-1,0,3,19,3,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
27,19,Runtime Triggered Module Loading,,Runtime Triggered Module Loading,3106.697,27935.229,24828.532,24828.532,24828.532,5.504000000000815,5.504000000000815,1,0,CPU,-1,0,-1,-1,0,4,33,0,1,"[""void at::native::(anonymous namespace)::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, 2, -2>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, long)""]",[5.504000000000815],False,False,False,False,0,0,0,0,0,[],[],{},[],
28,19,Runtime Triggered Module Loading,,Runtime Triggered Module Loading,27943.695,40892.992,12949.296999999999,12949.296999999999,12949.296999999999,5.504000000000815,5.504000000000815,1,0,CPU,-1,0,-1,-1,0,4,33,0,1,"[""void at::native::(anonymous namespace)::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, 2, -2>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, long)""]",[5.504000000000815],False,False,False,False,0,0,0,0,0,[],[],{},[],
29,19,Lazy Function Loading,,Lazy Function Loading,40896.889,40939.779,42.88999999999942,42.88999999999942,42.88999999999942,5.504000000000815,5.504000000000815,1,0,CPU,-1,0,-1,-1,0,4,33,0,1,"[""void at::native::(anonymous namespace)::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, 2, -2>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, long)""]",[5.504000000000815],False,False,False,False,0,0,0,0,0,[],[],{},[],
30,33,"void at::native::(anonymous namespace)::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, 2, -2>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, long)",,"void at::native::(anonymous namespace)::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, 2, -2>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, long)",43815.393,43820.897,5.504000000000815,0,0,5.504000000000815,5.504000000000815,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
31,22,aten::view,,aten::view,43884.296,43896.549,12.252999999996973,12.252999999996973,12.252999999996973,0,0,1,0,CPU,1710104,1710104,-1,-1,0,2,16,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[5,4096],[]]","[null,[1,5,4096]]",{},[],
32,23,aten::arange,,aten::arange,44065.515,45624.931,1559.4159999999974,38.95299999999406,1559.4159999999974,0.0,4.352000000013504,1,0,CPU,1710104,1710104,-1,-1,0,1,1,2,0,[],[],False,False,False,False,0,0,0,512,0,"[[],[],[],[],[],[]]","[0,5,null,null,null,false]",{},[],
33,24,aten::empty,,aten::empty,44073.019,44090.852,17.83299999999872,17.83299999999872,17.83299999999872,0,0,1,0,CPU,1710104,1710104,-1,-1,0,2,23,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[],[],[],[],[],[]]","[[0],4,null,null,false,null]",{},[],
34,25,aten::arange,,aten::arange,44094.369,45596.999,1502.6300000000047,43.84200000001147,1502.6300000000047,1.088000000003376,4.352000000013504,1,0,CPU,1710104,1710104,-1,-1,0,2,23,2,1,"[""void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)""]",[1.088000000003376],False,False,False,False,0,0,0,512,0,"[[],[],[],[0]]","[0,5,1,null]",{},[],
35,26,aten::resize_,,aten::resize_,44115.148,44130.376,15.227999999995518,15.227999999995518,15.227999999995518,0,0,1,0,CPU,1710104,1710104,-1,-1,0,3,25,0,0,[],[],False,False,False,False,0,0,0,512,512,"[[0],[],[]]","[null,[5],null]",{},[],
36,50,cudaLaunchKernel,,cudaLaunchKernel,44138.421,45581.981,1443.5599999999977,13.705999999998312,1443.5599999999977,0.0,3.264000000010128,1,0,CPU,1710104,1710104,-1,-1,0,3,25,3,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
37,25,Runtime Triggered Module Loading,,Runtime Triggered Module Loading,44140.555,45235.773,1095.2180000000008,1095.2180000000008,1095.2180000000008,1.088000000003376,1.088000000003376,1,0,CPU,-1,0,-1,-1,0,4,50,0,1,"[""void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)""]",[1.088000000003376],False,False,False,False,0,0,0,0,0,[],[],{},[],
38,25,Runtime Triggered Module Loading,,Runtime Triggered Module Loading,45236.665,45563.236,326.5709999999963,326.5709999999963,326.5709999999963,1.088000000003376,1.088000000003376,1,0,CPU,-1,0,-1,-1,0,4,50,0,1,"[""void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)""]",[1.088000000003376],False,False,False,False,0,0,0,0,0,[],[],{},[],
39,25,Lazy Function Loading,,Lazy Function Loading,45564.648,45572.713,8.065000000002328,8.065000000002328,8.065000000002328,1.088000000003376,1.088000000003376,1,0,CPU,-1,0,-1,-1,0,4,50,0,1,"[""void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)""]",[1.088000000003376],False,False,False,False,0,0,0,0,0,[],[],{},[],
40,50,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",45580.46,45581.548,1.088000000003376,0,0,1.088000000003376,1.088000000003376,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
41,27,aten::unsqueeze,,aten::unsqueeze,45654.026,45685.344,31.3179999999993,20.3070000000007,31.3179999999993,0,0,1,0,CPU,1710104,1710104,-1,-1,0,1,1,1,0,[],[],False,False,False,False,0,0,0,0,0,"[[5],[]]","[null,0]",{},[],
42,28,aten::as_strided,,aten::as_strided,45666.258,45677.269,11.010999999998603,11.010999999998603,11.010999999998603,0,0,1,0,CPU,1710104,1710104,-1,-1,0,2,27,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[5],[],[],[]]","[null,[1,5],[5,1],null]",{},[],
43,29,aten::unsqueeze,,aten::unsqueeze,45798.766,45814.155,15.388999999995576,9.23700000000099,15.388999999995576,0,0,1,0,CPU,1710104,1710104,-1,-1,0,1,1,1,0,[],[],False,False,False,False,0,0,0,0,0,"[[64],[]]","[null,0]",{},[],
44,30,aten::as_strided,,aten::as_strided,45803.154,45809.306,6.151999999994587,6.151999999994587,6.151999999994587,0,0,1,0,CPU,1710104,1710104,-1,-1,0,2,29,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[64],[],[],[]]","[null,[1,64],[64,1],null]",{},[],
45,31,aten::unsqueeze,,aten::unsqueeze,45817.591,45831.097,13.506000000001222,8.647000000004482,13.506000000001222,0,0,1,0,CPU,1710104,1710104,-1,-1,0,1,1,1,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,64],[]]","[null,2]",{},[],
46,32,aten::as_strided,,aten::as_strided,45821.839,45826.698,4.85899999999674,4.85899999999674,4.85899999999674,0,0,1,0,CPU,1710104,1710104,-1,-1,0,2,31,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,64],[],[],[]]","[null,[1,64,1],[64,1,1],null]",{},[],
47,33,aten::to,,aten::to,45839.893,45846.435,6.542000000001281,6.542000000001281,6.542000000001281,0,0,1,0,CPU,1710104,1710104,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,64,1],[],[],[],[]]","[null,6,false,false,null]",{},[],
48,34,aten::expand,,aten::expand,45858.648,45891.94,33.29200000000128,17.823000000003958,33.29200000000128,0,0,1,0,CPU,1710104,1710104,-1,-1,0,1,1,1,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,64,1],[],[]]","[null,[1,-1,1],false]",{},[],
49,35,aten::as_strided,,aten::as_strided,45870.661,45886.13,15.468999999997322,15.468999999997322,15.468999999997322,0,0,1,0,CPU,1710104,1710104,-1,-1,0,2,34,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,64,1],[],[],[]]","[null,[1,64,1],[64,1,1],null]",{},[],
50,36,aten::unsqueeze,,aten::unsqueeze,45898.182,45911.477,13.294999999998254,8.525999999998021,13.294999999998254,0,0,1,0,CPU,1710104,1710104,-1,-1,0,1,1,1,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,5],[]]","[null,1]",{},[],
51,37,aten::as_strided,,aten::as_strided,45902.801,45907.57,4.769000000000233,4.769000000000233,4.769000000000233,0,0,1,0,CPU,1710104,1710104,-1,-1,0,2,36,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,5],[],[],[]]","[null,[1,1,5],[5,5,1],null]",{},[],
52,38,aten::to,,aten::to,45916.456,53433.234,7516.777999999998,9.567999999992026,7516.777999999998,0.0,6.268000000010943,1,0,CPU,1710104,1710104,-1,-1,0,1,1,1,0,[],[],False,False,False,False,0,0,0,512,0,"[[1,1,5],[],[],[],[]]","[null,6,false,false,null]",{},[],
53,39,aten::_to_copy,,aten::_to_copy,45920.143,53427.353,7507.210000000006,21.931000000004133,7507.210000000006,0.0,6.268000000010943,1,0,CPU,1710104,1710104,-1,-1,0,2,38,2,0,[],[],False,False,False,False,0,0,0,512,0,"[[1,1,5],[],[],[],[],[],[]]","[null,6,null,null,null,false,null]",{},[],
54,40,aten::empty_strided,,aten::empty_strided,45927.717,45939.64,11.923000000002503,11.923000000002503,11.923000000002503,0,0,1,0,CPU,1710104,1710104,-1,-1,0,3,39,0,0,[],[],False,False,False,False,0,0,0,512,512,"[[],[],[],[],[],[]]","[[1,1,5],[5,5,1],6,0,null,false]",{},[],
55,41,aten::copy_,,aten::copy_,45943.627,53416.983,7473.356,35.646999999997206,7473.356,1.5670000000027358,6.268000000010943,1,0,CPU,1710104,1710104,-1,-1,0,3,39,1,1,"[""void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)""]",[1.5670000000027358],False,False,False,False,0,0,0,0,0,"[[1,1,5],[1,1,5],[]]","[null,null,false]",{},[],
56,69,cudaLaunchKernel,,cudaLaunchKernel,45960.629,53398.338,7437.709000000003,12.302000000003318,7437.709000000003,0.0,4.701000000008207,1,0,CPU,1710104,1710104,-1,-1,0,4,41,3,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
57,41,Runtime Triggered Module Loading,,Runtime Triggered Module Loading,45961.771,51729.137,5767.366000000002,5767.366000000002,5767.366000000002,1.5670000000027358,1.5670000000027358,1,0,CPU,-1,0,-1,-1,0,5,69,0,1,"[""void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)""]",[1.5670000000027358],False,False,False,False,0,0,0,0,0,[],[],{},[],
58,41,Runtime Triggered Module Loading,,Runtime Triggered Module Loading,51730.189,53361.239,1631.050000000003,1631.050000000003,1631.050000000003,1.5670000000027358,1.5670000000027358,1,0,CPU,-1,0,-1,-1,0,5,69,0,1,"[""void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)""]",[1.5670000000027358],False,False,False,False,0,0,0,0,0,[],[],{},[],
59,41,Lazy Function Loading,,Lazy Function Loading,53363.052,53390.043,26.99099999999453,26.99099999999453,26.99099999999453,1.5670000000027358,1.5670000000027358,1,0,CPU,-1,0,-1,-1,0,5,69,0,1,"[""void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)""]",[1.5670000000027358],False,False,False,False,0,0,0,0,0,[],[],{},[],
